SampleID,PairID,Category,EventCode,Month,Season,Matrix,Station,Latitude,Longitude,Depth_cm,BottleType,InputZone,pH,EC_uScm,TDS_mgL,Ca_mgL,Mg_mgL,Na_mgL,K_mgL,HCO3_mgL,Cl_mgL,SO4_mgL,NO3_mgL,d15N_NO3_permil,d18O_NO3_permil,d2H_H2O_permil,d18O_H2O_permil
E7-END-L1-30cm-U,E7-END-L1-30,Routine,E7-END,21,dry_return,soil_water,L1,10.892,-0.928,30.0,U,high_input,6.2,874.0,515.0,,,,,245.0,17.54,38.87,71.33,,,,
E7-END-L1-30cm-W,E7-END-L1-30,Routine,E7-END,21,dry_return,soil_water,L1,10.892,-0.928,30.0,W,high_input,6.2,874.0,515.0,,,,,,,,,,,-2.6795286901070954,-1.6342167037170368
E7-END-L1-60cm-A,E7-END-L1-60,Routine,E7-END,21,dry_return,soil_water,L1,10.892,-0.928,60.0,A,high_input,6.1,571.0,356.0,46.7,22.18,15.85,2.92,,,,,,,,
E7-END-L1-60cm-I,E7-END-L1-60,Routine,E7-END,21,dry_return,soil_water,L1,10.892,-0.928,60.0,I,high_input,6.1,571.0,356.0,,,,,,,,113.4,4.872518092795381,8.369737065841276,,
E7-END-L1-60cm-U,E7-END-L1-60,Routine,E7-END,21,dry_return,soil_water,L1,10.892,-0.928,60.0,U,high_input,6.1,571.0,356.0,,,,,46.0,56.83,43.58,113.4,,,,
E7-END-L1-60cm-W,E7-END-L1-60,Routine,E7-END,21,dry_return,soil_water,L1,10.892,-0.928,60.0,W,high_input,6.1,571.0,356.0,,,,,,,,,,,-11.761343772937682,-2.6115578773440395
E7-END-L2-30cm-A,E7-END-L2-30,Routine,E7-END,21,dry_return,soil_water,L2,10.889,-0.925,30.0,A,moderate_input,6.9,511.0,392.0,42.55,14.69,47.91,6.23,,,,,,,,
E7-END-L2-30cm-I,E7-END-L2-30,Routine,E7-END,21,dry_return,soil_water,L2,10.889,-0.925,30.0,I,moderate_input,6.9,511.0,392.0,,,,,,,,60.11,-0.7965840475430943,8.994782553557469,,
E7-END-L2-30cm-U,E7-END-L2-30,Routine,E7-END,21,dry_return,soil_water,L2,10.889,-0.925,30.0,U,moderate_input,6.9,511.0,392.0,,,,,79.0,87.94,42.83,60.11,,,,
E7-END-L2-30cm-W,E7-END-L2-30,Routine,E7-END,21,dry_return,soil_water,L2,10.889,-0.925,30.0,W,moderate_input,6.9,511.0,392.0,,,,,,,,,,,-0.9390385562835456,-1.6057609201851335
E7-END-L2-60cm-A,E7-END-L2-60,Routine,E7-END,21,dry_return,soil_water,L2,10.889,-0.925,60.0,A,moderate_input,6.3,767.0,513.0,38.34,29.19,56.28,1.56,,,,,,,,
E7-END-L2-60cm-I,E7-END-L2-60,Routine,E7-END,21,dry_return,soil_water,L2,10.889,-0.925,60.0,I,moderate_input,6.3,767.0,513.0,,,,,,,,148.49,1.2566372809750894,10.1680591228063,,
E7-END-L2-60cm-U,E7-END-L2-60,Routine,E7-END,21,dry_return,soil_water,L2,10.889,-0.925,60.0,U,moderate_input,6.3,767.0,513.0,,,,,136.0,44.72,48.29,148.49,,,,
E7-END-L2-60cm-W,E7-END-L2-60,Routine,E7-END,21,dry_return,soil_water,L2,10.889,-0.925,60.0,W,moderate_input,6.3,767.0,513.0,,,,,,,,,,,-8.923229482834259,-2.776365468937283
E7-END-L3-30cm-A,E7-END-L3-30,Routine,E7-END,21,dry_return,soil_water,L3,10.885,-0.868,30.0,A,low_input,6.8,394.0,288.0,37.79,14.56,37.51,3.58,,,,,,,,
E7-END-L3-30cm-I,E7-END-L3-30,Routine,E7-END,21,dry_return,soil_water,L3,10.885,-0.868,30.0,I,low_input,6.8,394.0,288.0,,,,,,,,29.65,2.54700863675112,7.078310612397988,,
E7-END-L3-30cm-U,E7-END-L3-30,Routine,E7-END,21,dry_return,soil_water,L3,10.885,-0.868,30.0,U,low_input,6.8,394.0,288.0,,,,,64.0,60.3,29.36,29.65,,,,
E7-END-L3-30cm-W,E7-END-L3-30,Routine,E7-END,21,dry_return,soil_water,L3,10.885,-0.868,30.0,W,low_input,6.8,394.0,288.0,,,,,,,,,,,0.1017910269237312,-1.5994967498616983
E7-END-L3-60cm-A,E7-END-L3-60,Routine,E7-END,21,dry_return,soil_water,L3,10.885,-0.868,60.0,A,low_input,6.4,475.0,356.0,29.09,25.6,43.35,0.88,,,,,,,,
E7-END-L3-60cm-I,E7-END-L3-60,Routine,E7-END,21,dry_return,soil_water,L3,10.885,-0.868,60.0,I,low_input,6.4,475.0,356.0,,,,,,,,65.22,3.5895719096729124,11.43932825157906,,
E7-END-L3-60cm-U,E7-END-L3-60,Routine,E7-END,21,dry_return,soil_water,L3,10.885,-0.868,60.0,U,low_input,6.4,475.0,356.0,,,,,116.0,27.34,38.02,65.22,,,,
E7-END-L3-60cm-W,E7-END-L3-60,Routine,E7-END,21,dry_return,soil_water,L3,10.885,-0.868,60.0,W,low_input,6.4,475.0,356.0,,,,,,,,,,,-6.5825043682792685,-2.1881537942230507
E7-END-L4-30cm-A,E7-END-L4-30,Routine,E7-END,21,dry_return,soil_water,L4,10.891,-0.89,30.0,A,high_input_manure,5.9,1038.0,655.0,89.11,12.25,41.6,13.5,,,,,,,,
E7-END-L4-30cm-I,E7-END-L4-30,Routine,E7-END,21,dry_return,soil_water,L4,10.891,-0.89,30.0,I,high_input_manure,5.9,1038.0,655.0,,,,,,,,117.78,-0.4559113655565734,8.826526759998682,,
E7-END-L4-30cm-U,E7-END-L4-30,Routine,E7-END,21,dry_return,soil_water,L4,10.891,-0.89,30.0,U,high_input_manure,5.9,1038.0,655.0,,,,,309.0,23.19,39.23,117.78,,,,
E7-END-L4-30cm-W,E7-END-L4-30,Routine,E7-END,21,dry_return,soil_water,L4,10.891,-0.89,30.0,W,high_input_manure,5.9,1038.0,655.0,,,,,,,,,,,-13.4283738845566,-2.972779307764336
E7-END-L4-60cm-A,E7-END-L4-60,Routine,E7-END,21,dry_return,soil_water,L4,10.891,-0.89,60.0,A,high_input_manure,6.3,764.0,477.0,58.03,29.78,17.02,7.04,,,,,,,,
E7-END-L4-60cm-I,E7-END-L4-60,Routine,E7-END,21,dry_return,soil_water,L4,10.891,-0.89,60.0,I,high_input_manure,6.3,764.0,477.0,,,,,,,,184.27,2.2994712847277903,8.260379851777717,,
E7-END-L4-60cm-U,E7-END-L4-60,Routine,E7-END,21,dry_return,soil_water,L4,10.891,-0.89,60.0,U,high_input_manure,6.3,764.0,477.0,,,,,52.0,71.07,45.3,184.27,,,,
E7-END-L4-60cm-W,E7-END-L4-60,Routine,E7-END,21,dry_return,soil_water,L4,10.891,-0.89,60.0,W,high_input_manure,6.3,764.0,477.0,,,,,,,,,,,-6.885730748164162,-2.249582933722397
